ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,confpolice,antisoc
136149170.0,Male,60.0,5,White,University,3.0,4.0,0.0,-1.7321070787937916,0.49
136149210.0,Female,79.0,7,White,University,1.0,3.0,0.0,0.4608774164263621,99.0
136149290.0,Female,42.0,3,White,University,1.0,2.0,1.0,-1.51890025286961,-0.55
136150050.0,Male,42.0,3,Asian or Asian British,University,1.0,2.0,0.0,1.3238574261194782,1.22
136150090.0,Female,76.0,7,White,99,3.0,2.0,0.0,1.3644682501050367,1.22
136150170.0,Male,26.0,2,White,University,2.0,2.0,1.0,0.613168006372206,0.03
136150210.0,Male,73.0,6,White,ALevel,2.0,2.0,0.0,-0.0366051773967282,99.0
136150250.0,Male,58.0,5,White,University,1.0,3.0,0.0,1.0395816582205692,99.0
136150290.0,Female,68.0,6,White,ALevel,1.0,5.0,0.0,1.7807291959570102,0.92
136151130.0,Male,60.0,5,White,University,1.0,1.0,0.0,0.1562962365346741,-1.35
136151170.0,Female,34.0,2,Chinese or other,University,1.0,3.0,0.0,1.3340101321158675,0.97
136151290.0,Female,39.0,3,White,GCSE,4.0,1.0,0.0,-0.8082108331223379,-0.92
136152130.0,Male,29.0,2,Asian or Asian British,Other,4.0,4.0,0.0,0.3593503564624661,-0.53
136153010.0,Male,50.0,4,White,University,2.0,2.0,0.0,0.1562962365346741,-0.95
136153050.0,Female,49.0,4,Black or Black British,University,6.0,4.0,0.0,99.0,1.22
136153090.0,Male,39.0,3,Mixed,99,5.0,2.0,0.0,0.3593503564624661,-0.56
136153210.0,Male,29.0,2,White,University,1.0,3.0,1.0,-1.26508260295987,0.09
136153290.0,Female,99.0,4,White,University,1.0,2.0,0.0,0.1461435305382845,-0.48
136154090.0,Female,41.0,3,Black or Black British,99,5.0,1.0,0.0,-1.77271790277935,0.75
136154130.0,Female,33.0,2,White,GCSE,5.0,1.0,0.0,-0.3411863572884163,0.73
136154170.0,Female,99.0,3,Black or Black British,University,8.0,2.0,1.0,-2.087451788667427,99.0
136154210.0,Female,47.0,4,White,GCSE,5.0,1.0,0.0,-0.0873687073786762,-0.92
136154250.0,Male,69.0,6,White,99,5.0,2.0,0.0,-0.9706541290645716,1.22
136155010.0,Female,39.0,3,White,University,1.0,4.0,0.0,-0.0366051773967282,0.95
136155050.0,Female,88.0,7,White,99,1.0,4.0,0.0,1.2832466021339195,0.74
136155090.0,Female,67.0,6,White,University,1.0,5.0,0.0,1.7807291959570102,1.0
136155130.0,Male,63.0,5,White,University,1.0,5.0,0.0,0.3593503564624661,0.27
136155170.0,Male,67.0,6,White,99,3.0,3.0,0.0,-0.605156713194546,0.73
136155210.0,Female,82.0,7,White,99,5.0,3.0,0.0,1.0801924822061275,1.0
136155290.0,Male,46.0,4,White,GCSE,5.0,2.0,0.0,0.1562962365346741,-0.52
136156050.0,Female,93.0,7,White,99,5.0,1.0,0.0,-1.0518757770356884,1.22
136156130.0,Male,65.0,6,White,University,3.0,4.0,1.0,99.0,0.04
136156170.0,Female,44.0,3,White,99,5.0,2.0,0.0,-0.3005755333028579,0.24
136156210.0,Male,23.0,1,White,Other,5.0,2.0,0.0,0.1156854125491157,1.22
136156250.0,Female,76.0,7,White,ALevel,1.0,2.0,0.0,0.3593503564624661,-0.18
136156290.0,Female,38.0,3,White,University,1.0,4.0,0.0,-1.721954372797402,-0.24
136157050.0,Female,44.0,3,White,University,1.0,3.0,0.0,-0.3919498872703643,-0.23
136157130.0,Female,27.0,2,White,GCSE,5.0,5.0,0.0,0.1055327065527261,1.22
136157210.0,Male,54.0,4,White,99,3.0,4.0,0.0,0.3593503564624661,1.22
136157250.0,Female,51.0,4,White,99,5.0,2.0,0.0,0.3593503564624661,0.01
136158010.0,Male,30.0,2,White,University,1.0,5.0,0.0,-0.0975214133750658,0.94
136158050.0,Female,26.0,2,White,University,1.0,4.0,0.0,1.5370642520436597,-0.3
136158130.0,Male,32.0,2,Asian or Asian British,University,1.0,3.0,0.0,-0.0873687073786762,1.22
136158170.0,Female,34.0,2,White,University,1.0,5.0,0.0,0.3593503564624661,1.22
136158210.0,Female,54.0,4,White,University,1.0,4.0,0.0,-0.5543931832125979,1.22
136158250.0,Female,41.0,3,White,University,1.0,3.0,0.0,0.1461435305382845,1.0
136158290.0,Female,73.0,6,White,GCSE,3.0,4.0,0.0,0.613168006372206,1.22
136159010.0,Male,48.0,4,White,ALevel,4.0,2.0,0.0,0.1562962365346741,-2.33
136159050.0,Male,35.0,3,White,University,1.0,1.0,0.0,0.3593503564624661,-1.97
136159090.0,Female,62.0,5,White,GCSE,2.0,2.0,0.0,1.3340101321158675,0.73
136159130.0,Male,63.0,5,White,99,5.0,3.0,0.0,0.3593503564624661,-0.05
136159170.0,Female,27.0,2,White,University,4.0,1.0,0.0,99.0,0.95
136159210.0,Male,40.0,3,White,GCSE,5.0,1.0,0.0,-0.5848513012017668,-1.63
136159250.0,Female,61.0,5,White,99,5.0,2.0,0.0,0.3593503564624661,-0.23
136159290.0,Male,36.0,3,Chinese or other,University,3.0,2.0,0.0,0.3593503564624661,0.14
136160010.0,Female,39.0,3,White,GCSE,5.0,1.0,0.0,0.5522517703938685,-0.96
136160050.0,Male,25.0,2,White,GCSE,4.0,1.0,0.0,0.3593503564624661,0.52
136160170.0,Female,62.0,5,White,99,5.0,2.0,0.0,0.1562962365346741,0.73
136160210.0,Female,52.0,4,White,GCSE,4.0,1.0,0.0,1.7807291959570102,0.51
136160250.0,Male,39.0,3,White,ALevel,4.0,1.0,0.0,-1.082333895024857,-0.99
136160290.0,Female,37.0,3,White,ALevel,3.0,1.0,0.0,-0.0569105893895074,-1.55
136161050.0,Male,53.0,4,White,ALevel,1.0,1.0,0.0,0.3593503564624661,-1.63
136161090.0,Male,36.0,3,White,ALevel,3.0,1.0,0.0,1.3238574261194782,0.5
136161130.0,Female,28.0,2,White,University,1.0,1.0,0.0,-0.067063295385897,0.07
136161170.0,Female,36.0,3,White,GCSE,5.0,1.0,0.0,0.1461435305382845,-1.49
136161250.0,Male,65.0,6,White,99,3.0,1.0,1.0,1.1106506001952965,-1.9
136161290.0,Female,47.0,4,White,GCSE,5.0,1.0,0.0,-2.6458506184688555,-2.94
136162010.0,Female,64.0,5,White,99,5.0,3.0,0.0,99.0,0.06
136162050.0,Male,71.0,6,White,99,5.0,4.0,0.0,0.3593503564624661,-0.01
136162090.0,Female,35.0,3,White,ALevel,2.0,3.0,1.0,0.1562962365346741,0.51
136162170.0,Female,57.0,5,White,ALevel,3.0,4.0,0.0,0.1461435305382845,1.22
136162250.0,Female,68.0,6,White,GCSE,2.0,4.0,0.0,-0.0366051773967282,0.78
136162290.0,Female,57.0,5,White,GCSE,5.0,4.0,0.0,99.0,1.22
136163050.0,Male,40.0,3,Chinese or other,99,3.0,1.0,0.0,0.3593503564624661,0.51
136163130.0,Female,39.0,3,White,99,5.0,1.0,0.0,-1.9656193167107523,-2.52
136163170.0,Female,42.0,3,Asian or Asian British,99,5.0,1.0,0.0,1.3644682501050367,-1.5
136163210.0,Female,52.0,4,White,University,3.0,2.0,1.0,1.7807291959570102,-2.92
136163290.0,Male,34.0,2,Chinese or other,99,5.0,1.0,0.0,1.2832466021339195,0.51
136164010.0,Female,64.0,5,White,99,5.0,3.0,0.0,-0.270117415313689,0.46
136164090.0,Male,73.0,6,White,University,1.0,4.0,0.0,-3.4682198041764134,-1.45
136164130.0,Female,65.0,6,White,99,2.0,1.0,0.0,0.3593503564624661,0.52
136164170.0,Female,49.0,4,White,University,1.0,5.0,0.0,-0.0975214133750658,0.73
136164250.0,Female,48.0,4,White,University,4.0,1.0,0.0,0.3796557684552454,0.77
136164290.0,Female,49.0,4,White,GCSE,5.0,1.0,0.0,-0.067063295385897,99.0
136165010.0,Female,68.0,6,White,GCSE,2.0,4.0,0.0,-0.5543931832125979,1.22
136165050.0,Female,87.0,7,White,99,5.0,2.0,0.0,-0.0975214133750658,1.0
136165090.0,Male,63.0,5,White,99,4.0,2.0,0.0,-0.7168364791548315,-1.12
136165130.0,Female,34.0,2,White,University,3.0,3.0,0.0,-0.1381322373606242,-0.5
136165170.0,Female,22.0,1,Mixed,GCSE,5.0,2.0,0.0,0.3593503564624661,0.05
136165210.0,Female,83.0,7,White,99,5.0,2.0,0.0,1.5675223700328285,1.22
136165250.0,Male,48.0,4,White,GCSE,6.0,1.0,0.0,0.866985656281946,-1.36
136165290.0,Female,37.0,3,White,University,1.0,2.0,0.0,-0.3817971812739746,-0.25
136166050.0,Female,64.0,5,White,99,1.0,2.0,0.0,0.1461435305382845,-0.88
136166090.0,Male,60.0,5,White,99,5.0,2.0,0.0,0.866985656281946,-0.53
136166130.0,Female,40.0,3,Mixed,University,5.0,2.0,0.0,0.3796557684552454,0.23
136166170.0,Male,48.0,4,White,ALevel,1.0,5.0,0.0,-0.8082108331223379,1.22
136166210.0,Male,44.0,3,White,University,1.0,4.0,0.0,0.8162221262999981,0.45
136166250.0,Female,42.0,3,White,GCSE,5.0,4.0,0.0,-0.5543931832125979,0.14
136167010.0,Female,43.0,3,Chinese or other,ALevel,6.0,3.0,0.0,1.7807291959570102,-2.57
136167050.0,Male,54.0,4,White,GCSE,5.0,1.0,0.0,0.3593503564624661,-0.38
136167090.0,Male,49.0,4,White,GCSE,1.0,4.0,0.0,0.3593503564624661,0.69
136167130.0,Female,83.0,7,White,99,1.0,3.0,0.0,0.866985656281946,0.97
136167170.0,Female,83.0,7,White,99,2.0,2.0,1.0,0.1562962365346741,1.0
136167250.0,Female,83.0,7,White,99,5.0,4.0,0.0,0.613168006372206,0.79
136167290.0,Female,33.0,2,White,University,5.0,1.0,0.0,0.613168006372206,-2.63
136168050.0,Female,61.0,5,White,University,3.0,5.0,0.0,0.1461435305382845,-0.44
136168170.0,Male,32.0,2,White,University,1.0,3.0,0.0,-0.067063295385897,0.27
136168210.0,Female,44.0,3,White,ALevel,5.0,4.0,0.0,-0.5746985952053771,-0.94
136168290.0,Female,58.0,5,White,University,1.0,5.0,0.0,1.7807291959570102,0.78
136169010.0,Female,41.0,3,White,University,1.0,3.0,0.0,1.3340101321158675,1.0
136169050.0,Female,60.0,5,Black or Black British,University,1.0,2.0,0.0,1.0395816582205692,-0.45
136169130.0,Female,28.0,2,White,University,1.0,2.0,0.0,-2.432643792544674,1.22
136169170.0,Male,81.0,7,White,99,4.0,1.0,0.0,1.0294289522241795,0.75
136169210.0,Female,43.0,3,White,GCSE,4.0,2.0,1.0,-2.2295896726168816,0.01
136169250.0,Female,76.0,7,White,99,1.0,1.0,0.0,0.3593503564624661,0.48
136169290.0,Female,24.0,1,Black or Black British,Other,6.0,1.0,0.0,1.7807291959570102,99.0
136170010.0,Female,32.0,2,White,University,5.0,1.0,0.0,-0.067063295385897,-0.67
136170050.0,Male,20.0,1,White,University,4.0,2.0,0.0,1.0395816582205692,0.51
136170130.0,Female,61.0,5,White,University,1.0,3.0,0.0,0.1156854125491157,-0.23
136170210.0,Male,45.0,4,White,ALevel,1.0,1.0,0.0,-0.2904228273064683,0.56
136170290.0,Female,79.0,7,White,ALevel,1.0,2.0,0.0,0.1562962365346741,99.0
136171050.0,Female,61.0,5,White,99,6.0,1.0,0.0,-0.067063295385897,-1.21
136171090.0,Female,29.0,2,White,University,1.0,2.0,0.0,-0.3107282392992475,-2.35
136171130.0,Male,25.0,2,White,GCSE,3.0,3.0,0.0,-1.7321070787937916,-1.43
136171210.0,Female,29.0,2,White,University,5.0,2.0,0.0,-1.4782894288840516,-0.51
136171290.0,Male,61.0,5,White,99,1.0,1.0,0.0,-2.9707372103533225,-1.6
136172090.0,Male,50.0,4,Asian or Asian British,Other,3.0,2.0,1.0,1.5776750760292182,-0.01
136172130.0,Male,17.0,1,White,GCSE,3.0,4.0,0.0,1.0700397762097382,0.29
136172170.0,Male,66.0,6,White,GCSE,5.0,4.0,1.0,1.5370642520436597,0.99
136172210.0,Male,76.0,7,White,University,1.0,4.0,0.0,99.0,0.24
136172290.0,Female,66.0,6,White,99,5.0,3.0,0.0,99.0,1.22
136173050.0,Male,56.0,5,White,ALevel,3.0,3.0,0.0,-0.8082108331223379,0.21
136173170.0,Female,34.0,2,White,ALevel,1.0,2.0,1.0,0.3999611804480245,-1.32
136173210.0,Female,48.0,4,White,GCSE,1.0,4.0,0.0,-0.0975214133750658,-1.67
136173250.0,Male,25.0,2,Asian or Asian British,University,5.0,1.0,0.0,-1.4985948408768308,-2.22
136173290.0,Male,75.0,7,White,ALevel,2.0,3.0,0.0,-1.5595110768551683,0.51
136173330.0,Male,61.0,5,White,University,1.0,2.0,1.0,-0.117826825367845,-0.57
136174010.0,Male,43.0,3,White,GCSE,3.0,4.0,0.0,-0.0873687073786762,0.48
136174050.0,Female,49.0,4,White,ALevel,1.0,4.0,1.0,-0.4528661232487018,-0.2
136174090.0,Female,25.0,2,White,GCSE,1.0,1.0,0.0,-3.894633456024776,-1.15
136174170.0,Male,33.0,2,White,ALevel,5.0,2.0,0.0,-0.5036296532306499,1.22
136174210.0,Female,59.0,5,White,Other,1.0,1.0,1.0,0.613168006372206,-1.38
136174330.0,Male,24.0,1,White,GCSE,4.0,4.0,0.0,0.1461435305382845,-0.01
136175010.0,Female,69.0,6,White,GCSE,3.0,3.0,0.0,1.7807291959570102,-0.04
136175050.0,Male,68.0,6,White,ALevel,1.0,4.0,1.0,0.4202665924408038,0.97
136175090.0,Male,83.0,7,White,ALevel,1.0,2.0,0.0,0.613168006372206,1.22
136175130.0,Female,51.0,4,White,ALevel,4.0,3.0,0.0,-1.0518757770356884,1.0
136175170.0,Female,74.0,6,White,University,5.0,5.0,0.0,1.7807291959570102,1.22
136175250.0,Female,41.0,3,White,ALevel,1.0,2.0,0.0,1.5675223700328285,-1.84
136176050.0,Male,72.0,6,Asian or Asian British,99,5.0,1.0,0.0,-1.0518757770356884,-0.01
136176130.0,Female,18.0,1,Asian or Asian British,ALevel,2.0,2.0,0.0,-1.5392056648623893,-0.48
136176210.0,Female,66.0,6,White,99,2.0,2.0,0.0,-0.3411863572884163,0.73
136176250.0,Female,45.0,4,White,ALevel,7.0,1.0,0.0,-0.0975214133750658,-0.23
136176330.0,Female,81.0,7,White,99,5.0,3.0,0.0,99.0,-0.23
136177050.0,Female,58.0,5,White,University,5.0,1.0,0.0,0.8568329502855566,0.01
136177090.0,Female,34.0,2,White,University,1.0,4.0,1.0,0.3593503564624661,-0.23
136177130.0,Male,37.0,3,White,GCSE,1.0,2.0,0.0,0.1562962365346741,1.0
136177170.0,Female,40.0,3,White,GCSE,1.0,4.0,1.0,1.1106506001952965,1.0
136177210.0,Female,30.0,2,White,Other,1.0,1.0,0.0,-1.6508854308226748,-1.51
136177250.0,Male,23.0,1,White,University,7.0,1.0,1.0,-0.1381322373606242,0.43
136177290.0,Male,58.0,5,White,University,6.0,1.0,1.0,-1.2447771909670908,-1.21
136178050.0,Male,24.0,1,White,University,5.0,3.0,1.0,-1.5290529588659996,0.16
136178250.0,Male,75.0,7,White,99,4.0,4.0,0.0,-0.0569105893895074,-0.44
136178290.0,Female,80.0,7,White,University,1.0,5.0,0.0,1.3644682501050367,-0.53
136178330.0,Male,69.0,6,White,University,1.0,4.0,1.0,0.613168006372206,0.26
136179050.0,Female,16.0,1,White,GCSE,1.0,5.0,1.0,0.4202665924408038,-1.03
136179090.0,Female,67.0,6,White,99,1.0,4.0,0.0,0.3999611804480245,-0.01
136179130.0,Female,74.0,6,White,University,1.0,4.0,0.0,0.5725571823866478,1.0
136179170.0,Female,81.0,7,White,99,5.0,4.0,0.0,0.6639315363541541,0.97
136179210.0,Female,40.0,3,White,99,4.0,3.0,0.0,1.7807291959570102,0.29
136179290.0,Male,70.0,6,White,ALevel,2.0,5.0,0.0,0.4304192984371933,0.56
136180010.0,Male,37.0,3,White,University,1.0,5.0,0.0,-0.3005755333028579,-0.0
136180050.0,Male,63.0,5,White,University,1.0,5.0,0.0,-1.3463042509309868,0.74
136180090.0,Female,57.0,5,White,University,2.0,5.0,1.0,99.0,99.0
136180130.0,Female,62.0,5,White,GCSE,1.0,5.0,0.0,0.1562962365346741,99.0
136180170.0,Male,64.0,5,White,University,1.0,4.0,0.0,-0.9706541290645716,-0.53
136180210.0,Female,85.0,7,White,University,5.0,5.0,0.0,0.5624044763902581,99.0
136181010.0,Male,55.0,5,White,GCSE,3.0,4.0,0.0,-1.3056934269454283,0.51
136181050.0,Female,46.0,4,White,University,1.0,4.0,0.0,0.1156854125491157,0.75
136181130.0,Male,84.0,7,White,Other,4.0,2.0,0.0,-0.3817971812739746,0.46
136181170.0,Female,25.0,2,White,ALevel,5.0,2.0,0.0,0.1562962365346741,0.05
136181210.0,Female,32.0,2,White,University,5.0,4.0,0.0,-0.960501423068182,0.23
136181250.0,Male,75.0,7,White,ALevel,1.0,4.0,0.0,0.3593503564624661,0.67
136181290.0,Female,84.0,7,White,University,4.0,4.0,0.0,1.3340101321158675,0.56
136181330.0,Female,45.0,4,White,GCSE,1.0,4.0,0.0,0.1562962365346741,0.48
136182010.0,Female,22.0,1,White,GCSE,4.0,4.0,0.0,0.3593503564624661,-0.75
136182050.0,Male,22.0,1,White,University,1.0,4.0,0.0,-0.7371418911476108,-0.72
136182090.0,Male,20.0,1,White,ALevel,5.0,2.0,0.0,-1.0417230710392988,-2.07
136182130.0,Male,37.0,3,Black or Black British,99,5.0,2.0,0.0,0.3695030624588558,1.22
136182170.0,Female,28.0,2,Asian or Asian British,University,3.0,1.0,0.0,0.613168006372206,0.52
136182210.0,Female,34.0,2,Asian or Asian British,GCSE,5.0,2.0,0.0,-2.930126386367764,-3.14
136183050.0,Male,47.0,4,White,University,1.0,5.0,1.0,0.613168006372206,0.27
136183130.0,Female,46.0,4,White,ALevel,5.0,5.0,0.0,-0.067063295385897,-0.01
136183210.0,Female,47.0,4,White,ALevel,3.0,5.0,0.0,-0.3411863572884163,-0.23
136183220.0,Female,42.0,3,White,University,1.0,5.0,0.0,0.3593503564624661,-0.69
136183290.0,Female,29.0,2,White,ALevel,3.0,4.0,0.0,-0.3411863572884163,-0.69
136184010.0,Female,45.0,4,White,University,5.0,2.0,0.0,0.3593503564624661,-0.99
136184130.0,Male,69.0,6,White,99,2.0,5.0,0.0,0.3593503564624661,1.22
136184250.0,Male,86.0,7,White,99,5.0,3.0,0.0,-0.3107282392992475,0.21
136185010.0,Female,57.0,5,White,GCSE,5.0,3.0,1.0,0.613168006372206,-0.21
136185090.0,Male,20.0,1,White,ALevel,2.0,4.0,0.0,0.866985656281946,-0.23
136185210.0,Male,74.0,6,White,University,5.0,5.0,0.0,-1.01126495305013,1.22
136185250.0,Male,19.0,1,Black or Black British,ALevel,2.0,5.0,1.0,-2.5341708525085695,1.22
136185290.0,Female,72.0,6,White,99,1.0,4.0,0.0,0.6233207123685957,1.0
136185330.0,Male,75.0,7,White,University,1.0,5.0,0.0,0.3593503564624661,0.94
136186010.0,Female,47.0,4,White,ALevel,2.0,5.0,0.0,1.0801924822061275,1.0
136186050.0,Male,41.0,3,White,University,1.0,5.0,0.0,0.1562962365346741,0.21
136186170.0,Male,58.0,5,White,99,5.0,5.0,0.0,-1.3970677809129346,1.22
136186250.0,Female,90.0,7,White,GCSE,5.0,5.0,0.0,0.8263748322963878,1.22
136186290.0,Male,36.0,3,White,GCSE,5.0,5.0,0.0,-0.0975214133750658,0.46
136187010.0,Female,18.0,1,White,99,2.0,5.0,0.0,1.0801924822061275,0.21
136187050.0,Male,52.0,4,White,University,3.0,5.0,1.0,1.2832466021339195,0.21
136187090.0,Female,24.0,1,White,University,2.0,5.0,0.0,1.5776750760292182,0.97
136187170.0,Female,68.0,6,White,99,5.0,5.0,0.0,1.3644682501050367,1.22
136187210.0,Male,51.0,4,White,99,3.0,3.0,0.0,0.2781287084913493,-0.4
136187250.0,Female,75.0,7,White,99,1.0,4.0,0.0,-0.0873687073786762,-0.94
136187290.0,Male,37.0,3,White,University,1.0,4.0,0.0,1.0801924822061275,0.75
136188010.0,Male,18.0,1,White,99,6.0,4.0,0.0,1.1106506001952965,1.0
136188050.0,Female,66.0,6,White,GCSE,4.0,5.0,1.0,-0.3817971812739746,99.0
136188170.0,Female,45.0,4,White,ALevel,1.0,5.0,1.0,-0.0569105893895074,-0.23
136188230.0,Male,50.0,4,White,University,1.0,5.0,0.0,1.5776750760292182,1.22
136188290.0,Male,16.0,1,White,GCSE,8.0,5.0,0.0,0.6334734183649853,1.0
136189050.0,Male,25.0,2,White,University,5.0,2.0,0.0,0.3593503564624661,-1.29
136189090.0,Female,70.0,6,White,University,2.0,3.0,0.0,0.613168006372206,-0.44
136189210.0,Male,68.0,6,White,99,2.0,4.0,1.0,-2.199131554627713,-1.62
136189290.0,Male,50.0,4,White,University,1.0,3.0,0.0,0.8365275382927774,0.26
136190130.0,Male,47.0,4,White,University,1.0,5.0,0.0,-0.1381322373606242,-0.0
136190170.0,Male,80.0,7,White,ALevel,1.0,5.0,0.0,-1.2041663669815323,99.0
136190210.0,Female,71.0,6,White,GCSE,2.0,5.0,0.0,-0.0975214133750658,99.0
136190250.0,Male,89.0,7,White,University,1.0,4.0,0.0,-0.1076741193714554,-1.32
136190290.0,Female,43.0,3,White,GCSE,5.0,4.0,0.0,0.866985656281946,-0.24
136191010.0,Female,69.0,6,White,99,5.0,1.0,0.0,99.0,1.0
136191090.0,Male,66.0,6,White,GCSE,5.0,3.0,0.0,1.7807291959570102,-0.9
136191130.0,Female,67.0,6,White,GCSE,2.0,2.0,0.0,0.3593503564624661,-0.8
136191170.0,Male,56.0,5,White,University,1.0,5.0,0.0,0.9279018922602836,-0.46
136191250.0,Female,60.0,5,White,University,2.0,5.0,0.0,0.1461435305382845,-0.72
136191290.0,Female,53.0,4,White,University,1.0,5.0,0.0,-1.031570365042909,1.22
136191330.0,Female,69.0,6,White,GCSE,3.0,3.0,0.0,0.3593503564624661,1.22
136192090.0,Male,44.0,3,White,University,1.0,5.0,0.0,-0.5442404772162083,-0.0
136192130.0,Male,30.0,2,White,University,1.0,5.0,0.0,-0.5645458892089875,1.22
136192170.0,Male,84.0,7,White,GCSE,1.0,4.0,0.0,0.1461435305382845,1.0
136192210.0,Female,37.0,3,White,University,1.0,5.0,0.0,0.4507247104299725,0.67
136193050.0,Female,17.0,1,White,99,6.0,1.0,0.0,0.1461435305382845,99.0
136193090.0,Male,58.0,5,White,ALevel,4.0,2.0,0.0,-0.3817971812739746,-1.75
136193130.0,Male,59.0,5,White,99,5.0,1.0,0.0,-0.3716444752775851,-0.44
136193170.0,Female,33.0,2,White,ALevel,1.0,1.0,0.0,-1.2752353089562596,-2.25
136193210.0,Male,52.0,4,White,99,5.0,1.0,0.0,-2.8895155623822055,99.0
136193290.0,Female,88.0,7,White,99,6.0,1.0,0.0,0.1461435305382845,1.22
136194010.0,Female,38.0,3,White,ALevel,4.0,3.0,0.0,0.1562962365346741,0.75
136194050.0,Female,55.0,5,White,GCSE,1.0,3.0,0.0,0.1562962365346741,-0.23
136194130.0,Female,23.0,1,White,ALevel,4.0,1.0,0.0,1.5776750760292182,-0.36
136194170.0,Male,65.0,6,White,Other,4.0,4.0,0.0,-0.3411863572884163,1.22
136194210.0,Female,61.0,5,White,99,6.0,1.0,1.0,-0.3310336512920266,-1.57
136194290.0,Male,50.0,4,White,GCSE,3.0,2.0,0.0,0.3593503564624661,1.22
136194330.0,Female,62.0,5,White,99,5.0,2.0,0.0,0.3593503564624661,1.0
136195010.0,Female,30.0,2,White,ALevel,1.0,4.0,0.0,1.7807291959570102,-0.2
136195090.0,Female,79.0,7,White,University,3.0,1.0,0.0,0.866985656281946,-0.23
136195130.0,Female,20.0,1,White,99,6.0,1.0,0.0,-0.117826825367845,1.22
136195170.0,Male,47.0,4,White,University,4.0,2.0,0.0,1.1208033061916862,0.31
136196010.0,Female,69.0,6,White,GCSE,1.0,4.0,0.0,-1.062028483032078,0.78
136196130.0,Female,69.0,6,White,University,1.0,3.0,0.0,0.4202665924408038,1.22
136196170.0,Female,55.0,5,White,GCSE,3.0,2.0,1.0,-0.3411863572884163,0.01
136196210.0,Male,46.0,4,White,GCSE,4.0,1.0,0.0,1.0395816582205692,-0.05
136197010.0,Male,70.0,6,White,99,5.0,3.0,0.0,1.3340101321158675,1.22
136197130.0,Female,29.0,2,White,ALevel,5.0,2.0,1.0,-0.067063295385897,-0.2
136197170.0,Female,42.0,3,White,GCSE,5.0,3.0,0.0,0.3593503564624661,-1.26
136197210.0,Male,61.0,5,White,99,5.0,3.0,0.0,0.1766016485274533,0.94
136198050.0,Female,64.0,5,White,99,5.0,3.0,0.0,1.5675223700328285,0.3
136198130.0,Male,69.0,6,White,ALevel,3.0,1.0,0.0,1.2832466021339195,-0.47
136198250.0,Female,52.0,4,White,ALevel,4.0,3.0,0.0,0.1156854125491157,1.22
136199010.0,Female,46.0,4,White,GCSE,5.0,3.0,0.0,0.1562962365346741,-0.01
136199050.0,Male,45.0,4,White,GCSE,3.0,2.0,0.0,0.613168006372206,0.5
136199090.0,Male,31.0,2,White,ALevel,5.0,2.0,0.0,0.8263748322963878,0.52
136199130.0,Female,42.0,3,White,University,4.0,3.0,1.0,-1.0417230710392988,-2.41
136199170.0,Male,32.0,2,White,Other,5.0,2.0,1.0,-1.234624484970701,99.0
136199250.0,Female,65.0,6,White,99,1.0,3.0,0.0,-0.3005755333028579,0.31
136199330.0,Female,90.0,7,White,Other,3.0,2.0,0.0,0.3593503564624661,1.22
136200050.0,Female,83.0,7,White,99,1.0,3.0,0.0,1.5675223700328285,1.22
136200090.0,Female,39.0,3,White,ALevel,1.0,4.0,0.0,0.1055327065527261,1.22
136200130.0,Female,47.0,4,White,University,5.0,1.0,0.0,-1.062028483032078,-0.96
136200170.0,Female,56.0,5,White,ALevel,5.0,1.0,0.0,0.3593503564624661,-0.53
136200210.0,Female,29.0,2,White,ALevel,1.0,3.0,0.0,0.9380545982566734,0.57
136200250.0,Female,41.0,3,White,GCSE,3.0,3.0,0.0,-0.067063295385897,0.67
136200290.0,Male,68.0,6,White,University,1.0,3.0,0.0,99.0,1.22
136201050.0,Male,22.0,1,White,ALevel,5.0,2.0,1.0,1.5776750760292182,1.0
136201090.0,Female,35.0,3,White,ALevel,5.0,2.0,1.0,0.8365275382927774,1.0
136201130.0,Male,24.0,1,White,ALevel,5.0,2.0,0.0,0.5725571823866478,-0.99
136201170.0,Female,69.0,6,White,GCSE,3.0,2.0,0.0,-0.7472945971440004,1.0
136201210.0,Female,71.0,6,White,GCSE,3.0,3.0,0.0,-0.2904228273064683,1.22
136201250.0,Male,57.0,5,White,GCSE,1.0,3.0,0.0,0.613168006372206,1.0
136201290.0,Male,62.0,5,White,University,1.0,3.0,0.0,-0.0873687073786762,1.22
136202050.0,Male,55.0,5,White,GCSE,1.0,3.0,1.0,0.3593503564624661,-2.28
136202210.0,Male,79.0,7,White,ALevel,1.0,4.0,0.0,-1.2447771909670908,-0.62
136202250.0,Female,23.0,1,White,University,2.0,1.0,0.0,-1.315846132941818,0.21
136202290.0,Female,53.0,4,White,University,1.0,2.0,1.0,-1.01126495305013,-1.28
136203090.0,Female,87.0,7,White,99,1.0,5.0,0.0,-0.3107282392992475,1.22
136203130.0,Male,71.0,6,White,ALevel,2.0,3.0,0.0,0.8771383622783356,0.02
136203250.0,Female,51.0,4,White,University,3.0,5.0,0.0,-0.3411863572884163,0.21
136203290.0,Male,38.0,3,White,99,3.0,3.0,0.0,-0.5950040071981564,-0.96
136204010.0,Male,81.0,7,White,ALevel,1.0,5.0,0.0,-1.7118016668010123,0.99
136204050.0,Male,79.0,7,White,ALevel,4.0,4.0,0.0,0.1562962365346741,1.22
136204090.0,Female,73.0,6,White,99,3.0,4.0,0.0,-1.7625651967829603,1.0
